Nazwa,Znizka %,Cena,Cena pierwotna,Tagi,Opinie,% pozytywnych,AppID,Link
shapez 2 - Factory,40,"17,39€","28,99€","Automation, Management, Strategy, Building",Overwhelmingly Positive,97,2162800,https://store.steampowered.com/app/2162800/shapez_2__Factory/
In Stars And Time,40,"11,70€","19,50€","Story Rich, RPG, LGBTQ+, Emotional",Overwhelmingly Positive,97,1677310,https://store.steampowered.com/app/1677310/In_Stars_And_Time/
The Test: Hypothesis Rising,40,"1,19€","1,99€","Simulation, Multiple Endings, Choices Matter, Horror",Overwhelmingly Positive,97,1282200,https://store.steampowered.com/app/1282200/The_Test_Hypothesis_Rising/
The Test: Final Revelation,40,"1,19€","1,99€","Simulation, Choose Your Own Adventure, Choices Matter, Multiple Endings",Overwhelmingly Positive,97,1428310,https://store.steampowered.com/app/1428310/The_Test_Final_Revelation/
My Little Puppy,40,"14,70€","24,50€","Dogs, Adventure, Emotional, Story Rich",Overwhelmingly Positive,97,2102040,https://store.steampowered.com/app/2102040/My_Little_Puppy/
Walkabout Mini Golf VR,40,"14,70€","24,50€","Sports, Golf, Mini Golf, VR",Overwhelmingly Positive,97,1408230,https://store.steampowered.com/app/1408230/Walkabout_Mini_Golf_VR/
Garden Galaxy,40,"5,69€","9,49€","Cozy, Idler, Cute, Sandbox",Overwhelmingly Positive,96,1970460,https://store.steampowered.com/app/1970460/Garden_Galaxy/
Heartbeat in Thailand,40,"5,85€","9,75€","FMV, Dating Sim, Visual Novel, Sexual Content",Overwhelmingly Positive,97,3446680,https://store.steampowered.com/app/3446680/Heartbeat_in_Thailand/
Frog Detective 2: The Case of the Invisible Wizard,40,"2,99€","4,99€","Comedy, Casual, Short, Funny",Overwhelmingly Positive,97,1047220,https://store.steampowered.com/app/1047220/Frog_Detective_2_The_Case_of_the_Invisible_Wizard/
Pajama Sam: No Need to Hide When It's Dark Outside,40,"4,19€","6,99€","Point & Click, Adventure, Nostalgia, Casual",Overwhelmingly Positive,97,283960,https://store.steampowered.com/app/283960/Pajama_Sam_No_Need_to_Hide_When_Its_Dark_Outside/
Putt-Putt® Saves The Zoo,40,"4,19€","6,99€","Family Friendly, Adventure, Casual, Point & Click",Overwhelmingly Positive,97,294660,https://store.steampowered.com/app/294660/PuttPutt_Saves_The_Zoo/
Freddi Fish and the Case of the Missing Kelp Seeds,40,"4,19€","6,99€","Point & Click, Family Friendly, Adventure, Nostalgia",Overwhelmingly Positive,97,283940,https://store.steampowered.com/app/283940/Freddi_Fish_and_the_Case_of_the_Missing_Kelp_Seeds/
Ten Bells,40,"2,99€","4,99€","Walking Simulator, Psychological Horror, Horror, Dark",Overwhelmingly Positive,97,3044030,https://store.steampowered.com/app/3044030/Ten_Bells/
Mushroom Cats 2,40,"0,59€","0,99€","Cats, Hidden Object, Hand-drawn, Casual",Overwhelmingly Positive,97,1258310,https://store.steampowered.com/app/1258310/Mushroom_Cats_2/
Brotato,40,"2,99€","4,99€","Roguelike, Singleplayer, Action Roguelike, Bullet Hell",Overwhelmingly Positive,96,1942280,https://store.steampowered.com/app/1942280/Brotato/
Ravenfield,40,"10,49€","17,49€","FPS, War, Singleplayer, Shooter",Overwhelmingly Positive,97,636480,https://store.steampowered.com/app/636480/Ravenfield/
TCG Card Shop Simulator,40,"7,67€","12,79€","Simulation, Management, Economy, Singleplayer",Overwhelmingly Positive,97,3070070,https://store.steampowered.com/app/3070070/TCG_Card_Shop_Simulator/
Dorfromantik,40,"7,79€","12,99€","Puzzle, Relaxing, City Builder, Turn-Based Strategy",Overwhelmingly Positive,96,1455840,https://store.steampowered.com/app/1455840/Dorfromantik/
The Test,40,"1,19€","1,99€","Choose Your Own Adventure, Simulation, Multiple Endings, Story Rich",Overwhelmingly Positive,96,1241510,https://store.steampowered.com/app/1241510/The_Test/
Murders on the Yangtze River,40,"8,87€","14,79€","Detective, Puzzle, Adventure, Story Rich",Overwhelmingly Positive,96,1746030,https://store.steampowered.com/app/1746030/Murders_on_the_Yangtze_River/
SpaceEngine,40,"17,39€","28,99€","Early Access, Open World, Sci-fi, Casual",Overwhelmingly Positive,96,314650,https://store.steampowered.com/app/314650/SpaceEngine/
Door Kickers 2: Task Force North,40,"14,40€","24,00€","Tactical, Top-Down, Real Time Tactics, Military",Overwhelmingly Positive,96,1239080,https://store.steampowered.com/app/1239080/Door_Kickers_2_Task_Force_North/
"Little Kitty, Big City",40,"14,70€","24,50€","Cats, Cute, Wholesome, Exploration",Overwhelmingly Positive,96,1177980,https://store.steampowered.com/app/1177980/Little_Kitty_Big_City/
Incredibox,40,"2,99€","4,99€","Casual, Rhythm, 2D, Cartoony",Overwhelmingly Positive,97,1545450,https://store.steampowered.com/app/1545450/Incredibox/
Arctic Eggs,40,"5,85€","9,75€","Cooking, Surreal, Physics, Atmospheric",Overwhelmingly Positive,96,2763670,https://store.steampowered.com/app/2763670/Arctic_Eggs/
1000xRESIST,40,"11,70€","19,50€","Female Protagonist, Thriller, Futuristic, Post-apocalyptic",Overwhelmingly Positive,96,1675830,https://store.steampowered.com/app/1675830/1000xRESIST/
DRAMAtical Murder,40,"10,07€","16,79€","LGBTQ+, Sexual Content, Visual Novel, Romance",Overwhelmingly Positive,95,1481080,https://store.steampowered.com/app/1481080/DRAMAtical_Murder/
HENPRI,40,"14,70€","24,50€","Visual Novel, Dark Humor, Anime, Casual",Overwhelmingly Positive,96,3094010,https://store.steampowered.com/app/3094010/HENPRI/
Ace Attorney Investigations Collection,40,"23,99€","39,99€","Adventure, Investigation, Mystery, Visual Novel",Overwhelmingly Positive,98,2401970,https://store.steampowered.com/app/2401970/Ace_Attorney_Investigations_Collection/
Crypt Custodian,40,"11,70€","19,50€","Metroidvania, Adventure, Action, Exploration",Overwhelmingly Positive,97,2394650,https://store.steampowered.com/app/2394650/Crypt_Custodian/
Coffee Talk Episode 2: Hibiscus & Butterfly,40,"8,87€","14,79€","Dialogue Heavy, Relaxing, Pixel Graphics, Interactive Fiction",Overwhelmingly Positive,97,1663220,https://store.steampowered.com/app/1663220/Coffee_Talk_Episode_2_Hibiscus__Butterfly/
My Friendly Neighborhood,40,"17,39€","28,99€","Singleplayer, Survival Horror, Funny, Horror",Overwhelmingly Positive,96,1574260,https://store.steampowered.com/app/1574260/My_Friendly_Neighborhood/
Snezhinka:Sentinel Girls2,40,"4,68€","7,80€","Anime, Pixel Graphics, Cute, Twin Stick Shooter",Overwhelmingly Positive,98,2608350,https://store.steampowered.com/app/2608350/SnezhinkaSentinel_Girls2/
Knights College,40,"14,70€","24,50€","LGBTQ+, Sexual Content, Nudity, Visual Novel",Very Positive,95,1510030,https://store.steampowered.com/app/1510030/Knights_College/
NoLimits 2 Roller Coaster Simulation,40,"21,59€","35,99€","Simulation, Realistic, VR, Sandbox",Overwhelmingly Positive,96,301320,https://store.steampowered.com/app/301320/NoLimits_2_Roller_Coaster_Simulation/
Spring Falls,40,"3,41€","5,69€","Casual, Indie, Puzzle, Relaxing",Overwhelmingly Positive,96,1040550,https://store.steampowered.com/app/1040550/Spring_Falls/
Countryball: Europe 1890,40,"1,97€","3,29€","Strategy, War, Colorful, Turn-Based Tactics",Overwhelmingly Positive,96,1834920,https://store.steampowered.com/app/1834920/Countryball_Europe_1890/
Rain on Your Parade,40,"8,39€","13,99€","Relaxing, Puzzle, Villain Protagonist, Stealth",Overwhelmingly Positive,96,1213230,https://store.steampowered.com/app/1213230/Rain_on_Your_Parade/
The Testing Chamber,40,"2,99€","4,99€","Simulation, Choices Matter, Multiple Endings, Visual Novel",Overwhelmingly Positive,96,1921900,https://store.steampowered.com/app/1921900/The_Testing_Chamber/
